pc,delta
94685453736968,1645294224
94685453736996,-1754431824
94685453736968,1857139872
94685453736968,1252705728
94685453736996,-1340985216
94685453736968,-2583154816
94685453736749,674862448
94685453736968,1341518448
94685453736968,99841848
94685453736988,-291972312
94685453736968,1014588944
94685453737057,1656394944
94685453737057,-2159600608
94685453737011,303657408
94685453736974,2033695456
94685453737057,-319179488
94685453736968,-1919686848
94685453736968,-1346335632
94685453736968,3474602736
94685453736968,-3892315776
94685453736968,-58088676792
94685453736924,60104979904
94685453737084,1412858168
94685453736968,-1320582528
94685453736968,-445424208
94685453736968,937389776
94685453737057,-2049253904
94685453736968,3311796976
94685453736974,-1451220496
94685453736968,-54435168
94685453736968,-1538271336
94685453736988,1173362808
94685453736968,-1077155384
94685453737084,122444280
94685453736974,2585661080
94685453736988,-995506728
94685453736996,-2070657024
94685453736968,3081979680
94685453736968,6909744
94685453736968,-1231204704
94685453736968,1223481696
94685453736968,-1969222544
94685453736974,-939941968
94685453736968,1408582336
94685453736974,1352471776
94685453737057,-1236104192
94685453736968,306718944
94685453736968,-29320856
94685453737084,783842624
94685453736988,-2895248088
94685453736968,-273043200
94685453736968,-45809568
94685453736968,3309193520
94685453737057,-306820664
94685453736988,-484908040
94685453737057,-2644668272
94685453736968,2538202800
94685453736968,-474021760
94685453737057,1489590160
94685453736968,-3564565032
94685453736749,2487930168
94685453736968,794421648
94685453736968,-754224
94685453736968,-1600413600
94685453736968,-104741847212
94685453736924,1126877119140
94685453736816,256
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,40
94685453739289,-40
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-184
94685453736642,184
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,8
94685453736698,-8
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,-8
94685453738901,8
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,40
94685453739289,-40
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,-1023752040536
94685453736968,786288432
94685453736968,2097466968
94685453736988,442251704
94685453737057,-1633200704
94685453736968,1843947008
94685453737057,-1429704464
94685453736968,657780544
94685453737011,-2425342240
94685453736968,232074224
94685453737057,2287459984
94685453736968,1033349640
94685453736988,-3943509976
94685453737057,1381442896
94685453736968,866549232
94685453736968,-1782486800
94685453736974,3565136864
94685453736968,-2863313952
94685453736968,790824144
94685453736968,-1853879808
94685453736968,-73099264
94685453737057,2709038224
94685453736968,-2326983648
94685453736996,2723385296
94685453737057,-2818655776
94685453737011,1440249056
94685453736968,-1440638096
94685453737011,2617356176
94685453736968,-2541587040
94685453736968,-9993216
94685453736968,3470750976
94685453736968,-2995087856
94685453737011,-24965310416
94685453736924,9640720720
94685453736924,14427232264
94685453736749,1854026504
94685453736968,-527967040
94685453737057,-646033040
94685453736968,3010265936
94685453737057,-262187024
94685453736968,-1051067808
94685453736968,-49059120
94685453736968,-2154541488
94685453736968,-84225328
94685453737057,3595391624
94685453737084,-1720759432
94685453736968,345197664
94685453736968,-97044408
94685453736988,1689985128
94685453736968,-746753904
94685453736968,-2662478368
94685453737057,2130053488
94685453736996,110708816
94685453737057,-2441532416
94685453736968,3540761736
94685453736988,-3214840200
94685453736968,-335233536
94685453736968,2640380864
94685453737057,-1878532976
94685453736968,1138679712
94685453736968,-2550463072
94685453736749,2415660352
94685453736968,-1970169232
94685453737057,403923184
94685453736968,2735216688
94685453736968,-758191896
94685453736988,486034824
94685453736968,-759114480
94685453736968,-2379803832
94685453736749,3766446264
94685453736996,-1592503648
94685453737057,41652880
94685453736968,708673936
94685453737011,-1860185104
94685453736968,868421344
94685453737011,-1291965328
94685453736996,2125114272
94685453736968,637591840
94685453737011,-3059019104
94685453737057,-40473444056
94685453736924,40404093480
94685453736968,1383112384
94685453736974,-22937520796
94685453736924,22481107740
94685453736996,-737111400
94685453737041,-140250792
94685453736968,784671168
94685453736968,1984604400
94685453736996,-2288901792
94685453736968,-515894800
94685453737057,383477104
94685453736968,156223912
94685453737084,280434200
94685453736968,1009369552
94685453736974,1777801424
94685453736968,-3539641536
94685453736968,-42535231920
94685453736924,32423670672
94685453736924,10181279640
94685453736988,-158294504
94685453737011,-572764160
94685453736749,4343400400
94685453736968,-1400447232
94685453736968,1585385040
94685453736968,-1217428320
94685453736968,-1842115392
94685453736968,-1374461040
94685453736749,-116526376
94685453736749,1411781848
94685453736968,887640384
94685453736968,-2098549280
94685453736749,800892032
94685453736968,3434244288
94685453736968,-1284813072
94685453736968,3811296
94685453736968,-3168556304
94685453736749,2807017424
94685453736968,-1732877880
94685453736988,1964500328
94685453737057,-98513764000
94685453736924,99201867920
94685453736996,533611920
94685453736968,-3434428864
94685453737057,96362464
94685453736968,396862512
94685453736968,1501629648
94685453736968,1375010368
94685453737011,-3581090032
94685453736968,156417000
94685453736988,1790146968
94685453736968,-65419026876
94685453736924,65724373692
94685453736996,-277170552
94685453736988,520439160
94685453736968,-1982409840
94685453736968,3381877536
94685453736968,37718656
94685453737011,-2227205984
94685453737057,2143400224
94685453736968,-3840161088
94685453736968,2722139616
94685453736968,67711728
94685453736968,-3037156800
94685453736749,4104453712
94685453736974,-888533488
94685453736968,-2600795808
94685453736968,963676512
94685453736968,-854459408
94685453736974,-87400768
94685453736968,-216286512
94685453736996,1677263328
94685453736968,1516129504
94685453736974,-1510984480
94685453736968,-139340832
94685453736968,63477792
94685453736996,1205423280
94685453736968,-1153448240
94685453737011,554917424
94685453736996,-1514682528
94685453736968,1179505104
94685453736968,1729872576
94685453736968,-286377056
94685453737011,-129096640
94685453736996,-1175946384
94685453736968,1419495376
94685453737011,-2927429968
94685453736968,2391457056
94685453736968,652551984
94685453736968,-224051040
94685453736968,-914738512
94685453737057,-1716437168
94685453736968,-78964497044
94685453736924,79170163076
94685453736968,1533397632
94685453736968,-2663729808
94685453736968,930784808
94685453737116,-28010888
94685453736996,299333936
94685453737057,855379568
94685453737011,-758319232
94685453736968,732882480
94685453736996,1620582192
94685453736968,-3699809544
94685453736749,465407784
94685453736968,-333502320
94685453736968,2862147408
94685453736996,-1921905584
94685453737011,2440168208
94685453736968,-259680360
94685453736988,-2273898744
94685453736968,35099504
94685453737057,-1187220232
94685453736749,3997307672
94685453736968,-630910080
94685453736996,-1045497808
94685453737057,-92195347548
94685453736924,93806029372
94685453736996,-162939696
94685453736968,-2374330080
94685453736968,-101362683484
94685453736924,1123995554724
94685453737161,0
94685453737161,0
94685453737161,-8
94685453738901,8
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,-184
94685453736642,184
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-184
94685453736642,192
94685453736698,-8
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-8
94685453738901,8
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-104
94685453738968,104
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-8
94685453738901,8
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,-8
94685453738901,8
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,40
94685453739289,0
94685453739289,-40
94685453737161,-8
94685453738901,8
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,-1022342460184
94685453736968,-1358901936
94685453736968,476003312
94685453737057,1630968976
94685453736968,194312416
94685453737011,310884656
94685453736968,-139789056
94685453736968,-998003856
94685453736968,-1422283200
94685453736968,2936691816
94685453736988,-2658747000
94685453736968,575062560
94685453736968,1831400592
94685453736996,-2692528416
94685453736968,449266512
94685453736968,660182688
94685453736968,-386062032
94685453736968,2028988608
94685453736968,-1678480560
94685453736968,2405630848
94685453736974,-1244018368
94685453736968,-74882064
94685453736968,1621936512
94685453736996,-967870768
94685453737057,-1770208256
94685453736968,1197008736
94685453736968,-246632784
94685453736968,-1972086960
94685453736996,411474816
94685453736968,819981216
94685453736968,-869006976
94685453736968,914328336
94685453736968,789838944
94685453736968,-1810311792
94685453736968,-44289922740
94685453736924,45956891172
94685453736968,-514549104
94685453736968,-254780304
94685453736996,1804475136
94685453736968,-517746144
94685453736968,-729677088
94685453736996,-543243504
94685453736968,-967840128
94685453736968,1120315248
94685453736996,-680539712
94685453736974,-1413818184
94685453736749,-101701248852
94685453736924,103577883116
94685453736968,-1564394920
94685453736749,1702770232
94685453736968,1073585760
94685453736968,-1135841376
94685453736968,-745657536
94685453736968,-33543696
94685453736968,-241229056
94685453737057,-726328856
94685453736749,778344136
94685453736974,281648448
94685453737011,2840476976
94685453736968,-11785883788
94685453736924,9267443980
94685453736968,2231831232
94685453736996,-3161357184
94685453736968,997556976
94685453736996,1161134160
94685453736968,-689237472
94685453736968,954916752
94685453736996,-2233341136
94685453737057,1993465568
94685453737011,557440064
94685453736968,-2715195504
94685453736968,558658656
94685453736968,-128338992
94685453736968,-446744640
94685453736996,1125822784
94685453737011,1558298912
94685453736968,-2958427632
94685453736749,2592110832
94685453736968,-704558712
94685453736988,-1266019944
94685453736968,3467619696
94685453736968,-2159092800
94685453736996,-1362849096
94685453736988,2990363560
94685453736974,-2129063920
94685453736968,1987225104
94685453736968,-1734531744
94685453736968,1843651248
94685453736968,-1320948384
94685453736968,-764934672
94685453736968,1364744448
94685453736968,-2143507296
94685453736996,3163271216
94685453737057,-113660288
94685453736968,-2245377312
94685453736968,2596981248
94685453736968,-3409120096
94685453737057,3289957664
94685453737011,-1430400912
94685453737011,700473344
94685453736968,-3107206504
94685453736749,3031539976
94685453736968,-1384766400
94685453736996,2077477872
94685453736968,-2330003840
94685453736974,1697357936
94685453736996,-2754933600
94685453736996,1261952688
94685453736968,-504742432
94685453737057,-562379520
94685453737057,-171469040
94685453736968,3340514208
94685453736968,-2551202648
94685453737084,153385592
94685453736968,1222796928
94685453736968,-90193254088
94685453736924,-33305935416
94685453736924,121451836384
94685453736968,1067055264
94685453736996,2010222144
94685453736968,-70300601800
94685453736924,70678263448
94685453736968,-1650688752
94685453736996,-120137136288
94685453736924,121399347312
94685453736968,-2972275952
94685453736974,3116221184
94685453736968,-2283530896
94685453737057,-257831120
94685453736996,1198632272
94685453737057,-1626219632
94685453736968,1922062608
94685453736968,-1549889952
94685453736968,85711200
94685453736968,1745452464
94685453736996,-1214426304
94685453736968,1832098768
94685453737011,-1144809424
94685453736968,1103460064
94685453737011,-552635760
94685453736974,-2476991680
94685453736968,2396708256
94685453736968,721306704
94685453736968,-1783296000
94685453736968,1284780000
94685453736996,-1512846408
94685453736988,1283392408
94685453737011,54037136
94685453736968,-2763460752
94685453736968,3709253952
94685453736968,-44089643728
94685453736924,795603308
94685453736924,40334263028
94685453736996,-91056688
94685453737057,665280056
94685453737095,-1121299048
94685453736968,1206489456
94685453736968,-1394127264
94685453736968,3970502624
94685453737057,-680501104
94685453736974,-1861495360
94685453736968,-903280464
94685453736968,1205585424
94685453736996,-299385120
94685453736968,-146444784
94685453736968,2423049024
94685453736968,-3543604608
94685453736968,205872192
94685453736968,3409310496
94685453736968,-3717703088
94685453736974,341706656
94685453736968,54666576
94685453736968,2386965024
94685453736968,334548208
94685453737011,-2844256480
94685453736968,3367808160
94685453736968,-3199703040
94685453736968,17995296
94685453736968,-17035776
94685453736968,3493714800
94685453736968,-2808294048
94685453736968,1808366160
94685453736968,-3005556944
94685453736974,3847265568
94685453736974,-3514532176
94685453736968,2036403744
94685453736968,-2280195648
94685453736968,891680240
94685453737057,1010534848
94685453736968,-1958800128
94685453736968,2518852992
94685453736968,-2082437632
94685453737057,368984272
94685453736968,696599544
94685453736988,2218932744
94685453736968,-1866650960
94685453736974,-1496600128
94685453736968,330783504
94685453736968,10491232
94685453736974,1312616464
94685453737057,1021707307992
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,40
94685453739289,-40
94685453737161,40
94685453739289,-40
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,40
94685453739289,-40
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-176
94685453736640,176
94685453737161,-256
94685453736816,248
94685453736693,8
94685453737161,0
94685453737161,40
94685453739289,-40
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,0
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,40
94685453739289,-48
94685453738901,8
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-104
94685453738968,-152
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-200
94685453736654,200
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,8
94685453736698,-8
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-1022212669912
94685453736974,809077888
94685453737057,-555325184
94685453736968,2146294704
94685453736968,-1866700112
94685453737011,46068848
94685453736968,-1621436240
94685453736974,-85839648836
94685453736924,84933951620
94685453736749,4041302480
94685453736996,-3263474912
94685453737011,-273090672
94685453736974,-84385350828
94685453736924,86953114268
94685453736968,1144724992
94685453737011,-393636016
94685453736968,-1926691152
94685453736968,-464042640
94685453736968,-644848848
94685453736968,3137164656
94685453736968,152255936
94685453737057,-1430812832
94685453736968,-668845392
94685453736968,-2154041304
94685453736749,1478914008
94685453736968,2375130912
94685453736968,-2831623968
94685453736968,-393702144
94685453736968,-53456064
94685453736968,1460243424
94685453736968,-115925104
94685453737057,1612468048
94685453736968,-2785663312
94685453737057,885710896
94685453736968,109638672
94685453736968,2101471648
94685453737011,-1816434304
94685453736968,2438627712
94685453736968,-1798451760
94685453736968,-1147499376
94685453736968,-137803248
94685453736968,-266051360
94685453737011,2440572840
94685453737084,-1030169624
94685453737057,-1096361056
94685453736974,-486751360
94685453736968,2587132288
94685453737011,-2946091048
94685453737041,948489256
94685453736974,-929699328
94685453736974,2849675120
94685453736996,-593187168
94685453736996,-2276893168
94685453737057,-111350440
94685453736749,555626312
94685453736968,-959009384
94685453736749,1775061896
94685453736968,453146256
94685453736996,1517239344
94685453736968,-165880080
94685453736968,-2767538472
94685453736988,59427624
94685453736968,2159545416
94685453737041,-430564152
94685453736968,-223083120
94685453736968,-1597201824
94685453736968,1886110848
94685453736968,-1844956464
94685453736968,-156628464
94685453736968,2741091424
94685453737011,-2426759712
94685453736974,667622288
94685453736968,2206858416
94685453736968,261499312
94685453736974,-3054888000
94685453736974,1594110464
94685453736968,-1778910912
94685453736968,-110073565508
94685453736924,109797201332
94685453736968,3376913472
94685453736996,-3405582672
94685453736968,880544112
94685453736968,-705149232
94685453736968,-14947376
94685453737011,-497549080
94685453736749,2657531880
94685453736968,-697604112
94685453736968,-1194120192
94685453736968,2069324400
94685453736996,-1385609072
94685453737011,668153072
94685453736996,-99263184
94685453736968,-1638732112
94685453737057,861567232
94685453736968,-54031624984
94685453736924,53508678568
94685453736968,-388270656
94685453736968,1084814304
94685453736968,1543257552
94685453736968,418306944
94685453736968,-105351024
94685453736968,-1225782336
94685453736968,-1399860048
94685453736968,-1067951520
94685453736749,3353805312
94685453736968,-413771904
94685453736968,-315444512
94685453736974,-944737792
94685453736968,-70949410448
94685453736924,73110654416
94685453736968,-2928023904
94685453736968,1494301392
94685453736968,-653443280
94685453736974,1073331808
94685453737057,1267965640
94685453736988,-3202483416
94685453736968,1138636032
94685453736968,-695970240
94685453736968,-308137008
94685453736968,2344246176
94685453736968,-872322960
94685453736968,1757363712
94685453736968,-1683403872
94685453736996,717631184
94685453737057,-2224432640
94685453736968,718930368
94685453736968,-114348882368
94685453736924,113898934256
94685453736968,-110233104
94685453736968,557324384
94685453737057,-550458016
94685453737011,383388176
94685453736968,2168422848
94685453736968,-2987425296
94685453736996,3276174544
94685453737011,-3953012472
94685453736749,-77593110740
94685453736924,81132910108
94685453736968,647347024
94685453736974,-975814096
94685453736968,854487120
94685453736968,-1140886848
94685453736996,-330644928
94685453736968,-685262928
94685453736968,1701695664
94685453736968,-249070640
94685453736974,1194300224
94685453736968,-589305696
94685453736996,-3992600544
94685453736749,1765540080
94685453736968,-1149341952
94685453736968,389318256
94685453736968,1040855184
94685453736968,541304160
94685453736968,-1025136096
94685453736968,-162295896
94685453736988,-175541144
94685453736974,316942496
94685453736996,3023531376
94685453736968,-923404368
94685453736968,-1375968240
94685453736968,-744208528
94685453737057,797226208
94685453736968,1325410752
94685453736996,-2151411552
94685453736968,1853293416
94685453736988,-254183496
94685453736996,-3091032104
94685453736749,-98696539744
94685453736924,99004055232
94685453736749,3312108552
94685453736968,-1541516864
94685453737011,476359952
94685453736968,1502208080
94685453737057,-432410688
94685453737057,-94874524472
94685453736924,94125105432
94685453736968,736061232
94685453736968,-1066081008
94685453736968,-1799420128
94685453737057,2104298416
94685453736968,691615296
94685453736968,110345616
94685453736968,32797128
94685453736988,-3325715008
94685453736749,1972378216
94685453736968,-60153498672
94685453736924,62151801024
94685453736968,-3398423264
94685453737011,1003910096
94685453736996,565764912
94685453736968,-664071840
94685453736968,-1029163104
94685453736968,2387281344
94685453736968,800567712
94685453736968,-1259022192
94685453736996,662129760
94685453736968,-1037607120
94685453736968,-1507252224
94685453736968,1672125960
94685453736988,1021838322800
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,40
94685453739289,-40
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-8
94685453738901,8
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-64
94685453738879,64
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,8
94685453736698,-8
94685453737161,0
94685453737161,-192
94685453736652,-64
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,0
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,40
94685453739289,-40
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,40
94685453739289,-40
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-8
94685453738901,8
94685453737161,0
94685453737161,40
94685453739289,-40
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,40
94685453739289,-48
94685453738901,8
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,40
94685453739289,-40
94685453737161,0
94685453737161,-1023737386776
94685453737057,378522568
94685453736988,142946856
94685453736968,-1226935568
94685453736749,2978082704
94685453736968,291583344
94685453736968,-2352504216
94685453736988,1799913576
