pc,delta
94685453736968,586790256
94685453736968,3219662416
94685453737011,-260167984
94685453736968,-734605968
94685453736968,-47476944
94685453736968,-247146560
94685453736974,-2426770528
94685453736968,-21673974472
94685453736924,22246756456
94685453736968,1880789792
94685453737057,-1780148960
94685453736996,2399522016
94685453736968,257202448
94685453736974,-66093184
94685453736968,-1660990800
94685453736968,71125632
94685453736968,1905155904
94685453736968,-3131370912
94685453736968,-206457312
94685453736968,1991977608
94685453736988,1246927080
94685453736996,-2594780240
94685453736974,-986032720
94685453736968,168836400
94685453736968,3121681104
94685453736968,-2079331680
94685453736968,-1073993400
94685453737041,387539256
94685453736968,1190679984
94685453736996,-29036496
94685453736996,2158141488
94685453736968,36673224
94685453736988,-669613608
94685453736968,-1192404800
94685453737011,336575392
94685453737057,35280400
94685453736968,-1172452752
94685453736968,2051318304
94685453736968,-1833104792
94685453737084,363256888
94685453737057,-860624672
94685453736968,2063978832
94685453736968,-966478400
94685453737011,-709630848
94685453737011,-12894038896
94685453736924,12949765184
94685453737057,950974960
94685453736996,882219160
94685453737084,-2303871496
94685453736968,-68576395132
94685453736924,69948449980
94685453736968,-1401180432
94685453736968,548097744
94685453736968,-1135536480
94685453736968,2700644592
94685453736968,-2813545232
94685453736974,602062736
94685453736968,663261072
94685453736968,2511751872
94685453736968,-488680368
94685453736996,-3375561696
94685453736968,145207992
94685453736988,1733058840
94685453736968,-111780464020
94685453736924,111742128820
94685453736968,-666825936
94685453736968,2559240384
94685453736996,-951690792
94685453736988,-2767581096
94685453736996,1191785328
94685453736968,-1099787712
94685453736968,-209806552
94685453737116,170076936
94685453737057,837926992
94685453736996,534903536
94685453737057,-141501296
94685453736968,-17234832
94685453736968,873932448
94685453736968,1021522849976
94685453737161,40
94685453739289,-40
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,40
94685453739289,-40
94685453737161,24
94685453736684,-24
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-8
94685453738901,8
94685453737161,0
94685453737161,0
94685453737161,-184
94685453736642,184
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,296
94685453739289,-40
94685453737161,0
94685453737161,-8
94685453736693,8
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,-8
94685453738901,8
94685453737161,0
94685453737161,0
94685453737161,-192
94685453736652,192
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,24
94685453736684,-24
94685453737161,0
94685453737161,40
94685453739289,-40
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,40
94685453739289,-40
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,40
94685453739289,-40
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-8
94685453738901,8
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,40
94685453739289,-40
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,40
94685453739289,-1023111728696
94685453737084,842574152
94685453736968,1837550176
94685453736974,-11747504
94685453737057,-1963563584
94685453736968,-1860715808
94685453736749,-142798184
94685453736749,-35766621808
94685453736924,36788582696
94685453736968,-259919280
94685453736968,3391740288
94685453736968,295976496
94685453736968,-1923145152
94685453736968,1793611152
94685453736968,-2167878968
94685453737084,-372852664
94685453736968,-958463568
94685453736968,125161728
94685453736968,-946123152
94685453736749,3224710736
94685453737057,-84385664
94685453736968,840778120
94685453737084,-2517584728
94685453736968,-462594320
94685453737011,1317913136
94685453736968,441267216
94685453736968,-1163207712
94685453736968,-922298144
94685453737011,3099586784
94685453736968,-2454711072
94685453736968,1148368384
94685453736974,-73054512
94685453736974,603694704
94685453736974,-1507743088
94685453736996,2936474000
94685453737057,-3771196832
94685453736968,353796912
94685453736968,3333755664
94685453736996,-3743810400
94685453736968,-535832168
94685453736749,1076628680
94685453736996,166176392
94685453737116,1567632808
94685453736968,-1296500944
94685453737057,3063845264
94685453736974,-2059149984
94685453737011,-1328377312
94685453736968,675361888
94685453737011,1480409936
94685453736968,363123696
94685453736968,-105536752
94685453737057,18004000
94685453736968,-2881256024
94685453737084,1884446360
94685453736968,1039659488
94685453737057,-2457038096
94685453736968,1436188656
94685453736968,806852064
94685453736968,-11267792
94685453737011,539200736
94685453736996,-1107034080
94685453736968,676207440
94685453736968,-462448848
94685453736968,-150979536
94685453736996,-373908528
94685453736996,-1594165632
94685453736968,609237120
94685453736968,-972388912
94685453737057,3213686368
94685453736968,-3135916128
94685453736968,2649393264
94685453736968,-1182968752
94685453737057,743801648
94685453737011,-2637829368
94685453736749,2272761896
94685453736968,577405200
94685453736996,798776176
94685453737011,359673296
94685453736968,-3659534688
94685453736968,2265828080
94685453737057,-1873940960
94685453736968,2728763664
94685453736968,-2967287312
94685453737011,724673168
94685453736968,2198198736
94685453736968,-1075216320
94685453736968,-881549088
94685453736968,1927325424
94685453736968,-2519601024
94685453736968,1468854912
94685453736968,1980866480
94685453737057,-1313450112
94685453737057,325200736
94685453736968,-106147620404
94685453736924,103501861236
94685453737011,3632058560
94685453736968,-600486816
94685453736968,323358480
94685453736968,-249511904
94685453737011,117765392
94685453736968,50116960
94685453737011,-54045376
94685453736968,-518665056
94685453736968,-1152617216
94685453736974,-728401232
94685453737068,-1464243992
94685453736749,2936710504
94685453736974,-1560398296
94685453737041,2730797064
94685453736996,-2576103888
94685453736968,1207162560
94685453736968,-744691776
94685453736968,-66906781384
94685453736924,64844075096
94685453736749,458210240
94685453736968,3291728352
94685453736968,-3109891792
94685453737057,1809441760
94685453736996,-955839168
94685453736996,-910490080
94685453737057,276553216
94685453736968,511417200
94685453736996,500533248
94685453736968,-261421520
94685453737011,1774895968
94685453737057,512457440
94685453737011,316213376
94685453736968,-1476390240
94685453736968,-643326336
94685453736968,2024046544
94685453736974,-770595072
94685453736974,-1815139936
94685453736996,1281840528
94685453736968,-211523968
94685453737057,-1600902896
94685453736996,438491440
94685453736974,1253583776
94685453736968,-1935967840
94685453737057,801086080
94685453736968,841637760
94685453736968,-1771728528
94685453736996,-857133160
94685453736749,-45797264480
94685453736924,48971404104
94685453736968,-2302651872
94685453736968,2735467920
94685453736996,-2657078368
94685453737057,2634781328
94685453736974,429135200
94685453736996,371129760
94685453736968,-2149515088
94685453737057,1871339968
94685453736968,-2207837136
94685453736968,-811118976
94685453736968,227555968
94685453737011,1607131440
94685453737011,-721694080
94685453736968,-2011996520
94685453736749,326771664
94685453736749,2266002024
94685453736974,-703755904
94685453736968,-923174088
94685453737041,917130936
94685453736968,-318431664
94685453736968,-889820208
94685453736968,2942100816
94685453736968,-595468416
94685453736968,-892488096
94685453736968,-210011088
94685453736968,-2241256848
94685453736749,2377683792
94685453736968,2011378032
94685453736968,-43289312940
94685453736924,43291441980
94685453736968,-1730044224
94685453736968,-2065608720
94685453736749,2145688608
94685453736968,869722656
94685453736968,-2511066624
94685453736968,2446844592
94685453736968,-2550439960
94685453737116,2761159288
94685453736968,576981360
94685453736968,-56633786144
94685453736924,54939859088
94685453736968,-1649202000
94685453736968,130750512
94685453736968,-227202384
94685453736968,1860095376
94685453736996,1448077968
94685453736968,-6407664
94685453736968,-3340605648
94685453736968,3007946560
94685453737011,-3130986832
94685453736968,210090656
94685453737057,302840176
94685453736968,-91510766368
94685453736924,90554120232
94685453736749,779899432
94685453736996,883037360
94685453737057,1022524895880
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-168
94685453738958,168
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,40
94685453739289,-40
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,24
94685453736684,-24
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-8
94685453738901,8
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-1020297254600
94685453736968,-3709526488
94685453736749,2729623528
94685453736968,62449408
94685453737011,-1832088976
94685453736968,2953782896
94685453737057,-1795645760
94685453736968,-601244688
94685453736996,-1155749672
94685453737084,-139363616
94685453737116,3964870840
94685453736968,-370926000
94685453736968,-2602446432
94685453736968,-629607312
94685453736968,562678992
94685453736968,829663648
94685453736974,-49441409908
94685453736924,51425881220
94685453737057,-1715769816
94685453737116,662005464
94685453737057,-1457740304
94685453736968,531466224
94685453736968,93386656
94685453736974,-1596581200
94685453736996,644768976
94685453736968,-1432740512
94685453736749,4380350336
94685453736968,-92718768
94685453736968,-1305381984
94685453736968,-1064001264
94685453736968,-996019440
94685453736968,747091088
94685453737057,1159856656
94685453736968,313841472
94685453736968,-15135890668
94685453736924,13807792252
94685453736968,-1175596320
94685453736968,648299184
94685453736968,83825760
94685453736968,579213296
94685453737057,-1164551440
94685453737011,3395143712
94685453736968,-1494774000
94685453736968,-958388752
94685453737057,1947969016
94685453736988,-1260591496
94685453737057,-716696272
94685453737011,377220608
94685453736968,-519012528
94685453736968,-993856944
94685453736996,3182449776
94685453736968,-3143265744
94685453736968,304791664
94685453737011,2883612752
94685453736996,-2611506984
94685453736988,-194845000
94685453737057,1922096320
94685453736968,1318516032
94685453736968,-3542882016
94685453736968,3403469712
94685453736968,-1736208
94685453736968,-4132868248
94685453736749,2853684728
94685453736974,-887894656
94685453736968,1847305488
94685453736996,243767424
94685453736996,-259178160
94685453736968,713791392
94685453736968,-3235094160
94685453736968,2481347056
94685453737011,-1699579504
94685453736968,244461600
94685453736968,2176929584
94685453737057,-3626155408
94685453737011,-43868163936
94685453736924,46965642128
94685453736968,-695399256
94685453736988,-1259575800
94685453736968,807596112
94685453736968,-1565003472
94685453736968,2262245808
94685453736968,602158800
94685453736968,361772720
94685453737057,-2795503136
94685453736996,2828005776
94685453736968,-3054367440
94685453736996,-557603672
94685453737084,323427864
94685453737011,2905397456
94685453736968,-153081312
94685453736968,-1524826032
94685453736968,-891503424
94685453736968,815278464
94685453736968,-1841142352
94685453736749,3919394928
94685453737057,-2068860288
94685453737057,2146449616
94685453736968,-1462691648
94685453736974,1300612592
94685453736968,-17042797852
94685453736924,-24154236852
94685453736924,39482830096
94685453736968,1911399408
94685453736968,-800604864
94685453736968,-1367843472
94685453736968,-2296654280
94685453736749,4214905160
94685453736968,-2764653984
94685453736968,1190310864
94685453736968,-2056296576
94685453736996,251128320
94685453736968,126752592
94685453736968,640683552
94685453736968,122331936
94685453736996,-1559562824
94685453736749,894353336
94685453736968,2530760784
94685453736996,-31104224836
94685453736924,7400406768
94685453736924,22319879860
94685453736968,-1564950672
94685453736968,985899984
94685453736968,2477210256
94685453736968,-2410182768
94685453736968,-381027840
94685453736996,3405840
94685453736968,-596704320
94685453736968,-28405661968
94685453736924,28497980032
94685453736968,3173392416
94685453736968,-474034848
94685453736968,-1204899120
94685453736968,1739871792
94685453736968,-3207014736
94685453736968,561359760
94685453736968,-1167159032
94685453736749,822566024
94685453736968,2499305184
94685453736968,-686317728
94685453736968,-2352605280
94685453736968,3621064720
94685453736974,-2766081640
94685453737041,-1074579072
94685453736749,3163489080
94685453736968,-2859395712
94685453736996,842047728
94685453736968,268842960
94685453736968,846001584
94685453736968,1956385584
94685453736968,-4470972824
94685453736749,1894256120
94685453736968,-1844060880
94685453736749,2874042096
94685453736968,-1686809712
94685453736968,451725088
94685453736974,2418385376
94685453736968,-693426096
94685453736968,-2390422192
94685453737057,769112584
94685453736988,588044424
94685453736996,1223853984
94685453736968,-764596904
94685453737084,-1727628808
94685453736968,-287427328
94685453737057,1780198088
94685453737084,1819766184
94685453737011,-4606007968
94685453736749,916270176
94685453736996,460808176
94685453736974,3036765984
94685453736974,-3643989712
94685453736968,2800124064
94685453736968,-2504681472
94685453736968,496869360
94685453736968,-48737107876
94685453736924,48210084244
94685453736968,2434251024
94685453736968,-2696757408
94685453736968,29801184
94685453736968,315157056
94685453736968,1490046336
94685453736968,1016433408
94685453736968,-1417638768
94685453736968,2130048816
94685453736968,-1418559056
94685453737011,807108704
94685453736968,-2697621840
94685453736968,-440447136
94685453736749,3608709216
94685453736968,-3223402368
94685453736968,-62258237780
94685453736924,65798086788
94685453737011,-1478330944
94685453736996,800490016
94685453736974,-1737641416
94685453736988,795849240
94685453736968,-1998957120
94685453736968,2836831752
94685453736988,-2978557152
94685453736988,2879152296
94685453736968,1020786851624
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-8
94685453738901,8
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,8
94685453736698,-264
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,40
94685453739289,-40
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,0
94685453736816,248
94685453738901,8
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,40
94685453739289,-40
94685453737161,0
94685453737161,0
94685453737161,-208
94685453736656,208
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-184
94685453736642,184
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,-104
94685453738968,104
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-8
94685453738901,8
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-1022729515224
94685453737057,-862409664
94685453737057,2615617360
94685453736968,-1486822096
94685453737057,-682319744
94685453736968,1886106768
94685453736968,817874160
94685453736968,-1721900880
94685453736968,160393840
94685453737011,-1570608784
94685453736968,-219990736
94685453737057,3284138992
94685453736968,114992400
94685453736968,-116795516736
94685453736924,114654060064
94685453736974,-1201307360
94685453737057,2307095968
94685453736968,-983434608
94685453736968,910226176
94685453737011,800668624
94685453737057,-2444194384
94685453736974,-617576448
94685453737011,4017914336
94685453736996,-3912394272
94685453736968,1627979952
94685453736968,1489364352
94685453736968,-2177496560
94685453736974,1922070416
94685453736968,-2817207968
94685453736974,2737466192
94685453736968,14358256
94685453737011,-2848013824
94685453736968,156692352
94685453736968,811641120
94685453736968,2774108640
94685453736968,-21833136
94685453736968,-3558311136
94685453736968,1402879776
94685453736996,694812312
94685453736988,980693432
94685453737057,-2447474960
94685453736968,1128733640
94685453737020,-1639823240
94685453736968,3070495152
94685453736996,417520912
94685453737011,-1774249840
94685453736968,-382196800
94685453737057,1001539136
94685453736974,-1244119456
94685453736996,1993581272
94685453737020,-1157033720
94685453736968,-486333696
94685453736968,-728590464
94685453736968,-88847701564
94685453736924,89956305964
94685453736968,-100016660968
94685453736924,98854026168
94685453737057,199026928
94685453736968,1051909656
94685453736988,1749455400
94685453736996,-374015040
94685453736968,-4235976584
94685453736749,688583904
94685453737084,3722567384
94685453736968,-248569152
94685453736968,-2335642496
94685453736974,2014610576
94685453736968,-2979250672
94685453737057,1144567456
94685453736968,1766410216
94685453737084,-2732119304
94685453737057,-174901712
94685453736968,1893241584
94685453736968,-2057707968
94685453736968,2818687536
94685453736968,-2785325392
94685453737057,1298534656
94685453736968,917133456
94685453736968,-1257127104
94685453736968,1641420592
94685453736974,-6251146848
94685453736924,7091727680
94685453736968,-2741863680
94685453736968,1052980576
94685453736974,167388128
94685453736968,516190912
94685453737011,-1725175696
94685453736968,1614535472
94685453737057,931988464
94685453736968,562603632
94685453736968,-96491788464
94685453736924,95033919072
94685453736968,-2479157712
94685453736968,176662080
94685453736968,3578462928
94685453736968,9797360
94685453737057,-3977724728
94685453736749,3813574824
94685453736996,-1703255856
94685453736968,-1335883680
94685453736996,3376888752
94685453736968,-2911748544
94685453736968,-1027411008
94685453736968,3134552432
94685453737057,-1681950368
94685453736968,1997215536
94685453736996,-1288979920
94685453737057,-1229731840
94685453736974,-1220054160
94685453736749,3536757296
94685453736968,-3056867184
94685453736968,1422616512
94685453736968,-1197431088
94685453736968,-219877472
94685453737011,503553136
94685453737057,2898238320
94685453737057,-2944198304
94685453736968,2137456144
94685453736974,-90273480728
94685453736924,89860014376
94685453736968,-21393138172
94685453736924,18419263124
94685453736749,1191524200
94685453737057,2171987168
94685453737011,-2020620928
94685453736968,2176978192
94685453736974,-393528880
94685453736968,-1394546688
94685453736968,-328418752
94685453737057,2698808176
94685453736968,-986531952
94685453736968,-902274144
94685453736968,2078300544
94685453736996,-1282049376
94685453736968,-831797664
94685453736968,-400188336
94685453736968,-5357136
94685453736968,-1189073904
94685453736968,3970715928
94685453736988,-2619511880
94685453736974,-834612544
94685453736968,-885817248
94685453736749,4300434848
94685453737057,-777068624
94685453736996,-148317024
94685453736996,896921904
94685453736968,-2433758208
94685453736968,1946301144
94685453736988,-92821032
94685453736968,-1448772432
94685453736968,644132944
94685453737011,222529760
94685453736968,21669744
94685453736968,-2315847120
94685453736968,684866208
94685453736968,1251748704
94685453736968,-660424304
94685453736974,553091184
94685453737011,-2139754192
94685453736968,1597535664
94685453736968,463397328
94685453736996,-1312888848
94685453736968,702958416
94685453736968,1778493328
94685453736974,-1595096608
94685453736968,1408106016
94685453736968,-1813357632
94685453736968,768235584
94685453736968,568803408
94685453736968,-394660152
94685453736988,956698920
94685453736996,428885456
94685453737057,-1400290880
94685453736968,-2794103344
94685453736749,2180418448
94685453736968,-475463616
94685453736968,2320463376
94685453736968,338898672
94685453736968,-113362385712
94685453736924,111733088704
94685453736974,-1572661392
94685453737011,-30156322548
94685453736924,30174628964
94685453736968,-290404416
94685453736968,2748384208
94685453737011,-3090588512
94685453737057,3043440512
94685453736974,-1680644896
94685453736968,2067740400
94685453736968,-4128411528
94685453736749,3856134216
94685453736996,-2607837512
94685453737084,1637643800
94685453736968,-374504352
94685453736968,223242944
94685453737057,-869502336
94685453737057,-1167473936
94685453736968,3562993584
94685453736968,-3515687472
94685453736968,242829360
94685453736968,1023440991416
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,40
94685453739289,-40
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,40
94685453739289,-40
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,40
94685453739289,-40
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-8
94685453738901,8
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-8
94685453738901,8
94685453737161,0
94685453737161,0
94685453737161,-8
94685453738901,8
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-104
94685453738968,104
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,40
94685453739289,-40
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,40
94685453739289,-32
94685453736698,-264
94685453736816,256
94685453737161,-256
94685453736816,256
94685453737161,0
94685453737161,0
94685453737161,-8
94685453738901,8
94685453737161,40
94685453739289,-40
94685453737161,0
94685453737161,0
94685453737161,0
94685453737161,0
